"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"alpha",1.02756060333328,0.000288600492280605,1.0270008761057,1.02736583334119,1.02755986623532,1.02775459332104,1.02813019289375,1.00138268912933,7000
"c.1",8.47497690435452,0.577440440078495,7.32936809289452,8.0825274776809,8.4834211525726,8.86180653283763,9.61101889674653,1.00120353945019,9300
"c.2",6.42963031134759,0.507126766440654,5.42360335933803,6.09005223232013,6.42947373695503,6.77951945190781,7.42183717712097,1.0014190953089,6600
"d11Bf.1[1]",16.234163419986,0.111425949472577,16.0200729801296,16.1585148955592,16.2322690420385,16.3092482990201,16.4538126107511,1.00367046553866,1700
"d11Bf.1[2]",16.2352420811657,0.20798180087116,15.8405991475259,16.090473403642,16.2319728277708,16.3742574925285,16.6595102145205,1.00119252473196,9500
"d11Bf.1[3]",16.3681041630701,0.26518513751455,15.8663591639597,16.1869184786823,16.3624263913231,16.5432976102219,16.9015078091274,1.00161452981039,5300
"d11Bf.1[4]",16.3572730219535,0.294355155550516,15.814839603465,16.1555400105093,16.3435380562203,16.5518333638954,16.9630380161172,1.00150874950155,5900
"d11Bf.1[5]",16.4140468896569,0.313113362094361,15.8323243726109,16.196967045756,16.4030287089213,16.6214756189349,17.0589975216041,1.00121368481571,9100
"d11Bf.1[6]",16.4642423900903,0.317851249691888,15.8672002099406,16.2465913965206,16.4526277502999,16.6723816983907,17.1113771363035,1.00160656669778,5300
"d11Bf.1[7]",16.5142978487453,0.315871252406888,15.9195655476634,16.2950277170634,16.5027657323197,16.7244605977462,17.1614258977777,1.00137319430769,7100
"d11Bf.1[8]",16.5905487255233,0.281583575641674,16.055507805688,16.3946600694308,16.5846316059896,16.7757235535535,17.1646041955914,1.00126166494603,8400
"d11Bf.1[9]",16.6700796707738,0.238642098541322,16.2218043079865,16.5034581873383,16.6686181915539,16.8262481429388,17.1491727758736,1.00132850423359,7500
"d11Bf.1[10]",16.7025389022659,0.14359261596318,16.4233562927456,16.6064887457908,16.7008064961132,16.7975867823241,16.9891140355303,1.00132505306915,7600
"d11Bf.1[11]",16.6230934143038,0.234067590072829,16.1837587622078,16.4600076404679,16.620303765443,16.7765469955898,17.1049824454085,1.00132307436581,7600
"d11Bf.1[12]",16.5462163756937,0.290346642939505,16.0057779192737,16.3472960323934,16.5371698444874,16.7308441666711,17.1440935909536,1.00129647258885,7900
"d11Bf.1[13]",16.4910049370832,0.309822064015805,15.9132006557811,16.2803909628407,16.4794660917028,16.693470967449,17.12869819214,1.00159346415188,5400
"d11Bf.1[14]",16.4428934525124,0.325378836580494,15.848118792856,16.2160439754364,16.4329451917366,16.6516641205447,17.1207427913543,1.00137287531976,7100
"d11Bf.1[15]",16.3847990495161,0.331812043589967,15.7728417753168,16.1510138609539,16.3715746525696,16.5971095443002,17.0729310412756,1.00126007971765,8400
"d11Bf.1[16]",16.3195011556762,0.323873514843052,15.725914622318,16.0975185901176,16.3038205327568,16.530335341234,16.9918376358355,1.00113948046247,11000
"d11Bf.1[17]",16.2490362814949,0.303066219145451,15.6928291129338,16.0405192790045,16.2348170940406,16.4507294791932,16.8823275860155,1.00138672961322,6900
"d11Bf.1[18]",16.1288608957984,0.266743350827074,15.6343447089471,15.9465931538939,16.1211450247555,16.303747439371,16.6692848145263,1.00138540650532,6900
"d11Bf.1[19]",16.098287207196,0.214241477627215,15.6894756026913,15.9502805841802,16.0925105403359,16.2418388085188,16.5277082242617,1.00114610748617,10000
"d11Bf.1[20]",16.0218557174451,0.121417971767913,15.7850703462757,15.9388396412918,16.0211017095374,16.1033378174916,16.2607557627214,1.00107345940954,12000
"d11Bf.1[21]",16.0372432374487,0.213633376094354,15.6288972473564,15.8917771062641,16.0339888076058,16.1773224504442,16.4717456019413,1.00094630172595,14000
"d11Bf.1[22]",16.1176512794171,0.25967455740412,15.6307792419333,15.9381794248992,16.1073061543151,16.2909028200582,16.6485832818718,1.0008528924099,14000
"d11Bf.1[23]",16.128029830319,0.283330260300085,15.5987848636518,15.9327077495229,16.1196087849828,16.3135226697045,16.7074091682178,1.00104791099637,13000
"d11Bf.1[24]",16.1519381717637,0.293810457613063,15.6128915199596,15.9467487332864,16.1427440523694,16.3454932878216,16.7593623997523,1.00084258265278,14000
"d11Bf.1[25]",16.2370672205311,0.290524124415124,15.6964768128333,16.0345502273387,16.2277477053522,16.4294073806032,16.8340711897221,1.00086219553139,14000
"d11Bf.1[26]",16.3263419066418,0.277293004093009,15.8004190353385,16.138591902401,16.3169879083157,16.5102543437886,16.8972406473521,1.00096273011764,14000
"d11Bf.1[27]",16.2906021319119,0.267767782735328,15.7826788232984,16.1076386262512,16.2810171580354,16.4667212897809,16.8373873166347,1.0011230343598,11000
"d11Bf.1[28]",16.431993349741,0.240505460460235,15.9775460082461,16.2679167193385,16.4268170659888,16.5886612532847,16.9214592807444,1.00111400309772,11000
"d11Bf.1[29]",16.3194369871013,0.220839062860565,15.9050348660988,16.1699470189401,16.3159890807438,16.4618690758111,16.7691251124846,1.00098918626343,14000
"d11Bf.1[30]",16.4396818574348,0.13414690651104,16.1762457732755,16.3487815284128,16.437382978614,16.5292576932318,16.7053657160902,1.00089084649061,14000
"d11Bf.1[31]",16.3799330037372,0.114087921795181,16.1542056854379,16.3048876015737,16.3800523573851,16.4562897688294,16.6011694924804,1.00100669561903,14000
"d11Bf.1[32]",16.3830666289382,0.141531777975923,16.1105784965048,16.2874984849188,16.3817043899297,16.4772245491383,16.662484671621,1.00095946112945,14000
